referencia,pc1,pc2,lat,lon,area_m2,municipio,uso,tipo_via,nombre_via,numero,direccion,es_residencial,es_asr,error_dnprc
73448A0UL9174S,73448A0,UL9174S,40.776383,-4.211762,65.0,EL ESPINAR,Industrial,AV,FRANCIA,350,AV FRANCIA 350(B) Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),False,False,
73448A1UL9174S,73448A1,UL9174S,40.775884,-4.215885,1140.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,343,AV BRUSELAS 343(B) Suelo 40424 EL ESPINAR (SEGOVIA),False,False,
73448A9UL9174S,73448A9,UL9174S,40.770118,-4.226457,773.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,688,CL VENEZUELA 688 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448B0UL9174S,73448B0,UL9174S,40.770141,-4.22624,825.0,EL ESPINAR,Residencial,CL,VENEZUELA,687,CL VENEZUELA 687 40400 EL ESPINAR (SEGOVIA),True,True,
73448B1UL9174S,73448B1,UL9174S,40.770141,-4.226012,765.0,EL ESPINAR,Residencial,CL,VENEZUELA,686,CL VENEZUELA 686 40400 EL ESPINAR (SEGOVIA),True,True,
73448B2UL9174S,73448B2,UL9174S,40.770125,-4.225774,760.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,685,CL VENEZUELA 685 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448B3UL9174S,73448B3,UL9174S,40.770103,-4.225528,753.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,684,CL VENEZUELA 684 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448B4UL9174S,73448B4,UL9174S,40.770081,-4.225282,763.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,683,CL VENEZUELA 683(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448B7UL9174S,73448B7,UL9174S,40.769704,-4.225156,809.0,EL ESPINAR,Residencial,CL,MEJICO,658,CL MEJICO 658 40400 EL ESPINAR (SEGOVIA),True,True,
73448B8UL9174S,73448B8,UL9174S,40.769762,-4.225993,1038.0,EL ESPINAR,Residencial,CL,MEJICO,655,CL MEJICO 655 40400 EL ESPINAR (SEGOVIA),True,True,
73448C6UL9174S,73448C6,UL9174S,40.771036,-4.217583,1066.0,EL ESPINAR,Residencial,CL,PARIS,382,CL PARIS 382(B) 40400 EL ESPINAR (SEGOVIA),True,True,
73448D1UL9174S,73448D1,UL9174S,40.775323,-4.21461,1026.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,FRANCIA,367,AV FRANCIA 367(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448D2UL9174S,73448D2,UL9174S,40.775396,-4.214378,1274.0,EL ESPINAR,Residencial,AV,FRANCIA,367,AV FRANCIA 367(B) 40400 EL ESPINAR (SEGOVIA),True,True,
73448D3UL9174S,73448D3,UL9174S,40.775544,-4.214178,1574.0,EL ESPINAR,Residencial,AV,FRANCIA,367,AV FRANCIA 367(A) 40400 EL ESPINAR (SEGOVIA),True,True,
73448D4UL9174S,73448D4,UL9174S,40.776806,-4.212577,1104.0,EL ESPINAR,Residencial,AV,BRUSELAS,349,AV BRUSELAS 349(A) 40400 EL ESPINAR (SEGOVIA),True,True,
73448D5UL9174S,73448D5,UL9174S,40.775647,-4.217714,1657.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,339,AV BRUSELAS 339(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448D6UL9174S,73448D6,UL9174S,40.775479,-4.218018,2485.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,339,AV BRUSELAS 339(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448D7UL9178S,73448D7,UL9178S,40.768668,-4.220399,1066.0,EL ESPINAR,Residencial,CL,MEJICO,394,CL MEJICO 394(C) 40400 EL ESPINAR (SEGOVIA),True,True,
73448D8UL9178S,73448D8,UL9178S,40.768796,-4.22059,852.0,EL ESPINAR,Residencial,CL,MEJICO,394,CL MEJICO 394(B) 40400 EL ESPINAR (SEGOVIA),True,True,
73448D9UL9178S,73448D9,UL9178S,40.768908,-4.220748,798.0,EL ESPINAR,Residencial,CL,MEJICO,394,CL MEJICO 394(A) 40400 EL ESPINAR (SEGOVIA),True,True,
73448E0UL9174S,73448E0,UL9174S,40.772324,-4.21939,930.0,EL ESPINAR,Residencial,CL,VENEZUELA,672,CL VENEZUELA 672(A) 40400 EL ESPINAR (SEGOVIA),True,True,
73448E1UL9174S,73448E1,UL9174S,40.772135,-4.21947,913.0,EL ESPINAR,Residencial,CL,VENEZUELA,672,CL VENEZUELA 672(B) 40400 EL ESPINAR (SEGOVIA),True,True,
73448E2UL9174S,73448E2,UL9174S,40.771946,-4.219547,894.0,EL ESPINAR,Residencial,CL,VENEZUELA,672,CL VENEZUELA 672(C) 40400 EL ESPINAR (SEGOVIA),True,True,
73448E3UL9174S,73448E3,UL9174S,40.771756,-4.219624,874.0,EL ESPINAR,Residencial,CL,VENEZUELA,672,CL VENEZUELA 672(D) 40400 EL ESPINAR (SEGOVIA),True,True,
73448E4UL9174S,73448E4,UL9174S,40.771567,-4.219703,845.0,EL ESPINAR,Residencial,CL,VENEZUELA,672,CL VENEZUELA 672(E) 40400 EL ESPINAR (SEGOVIA),True,True,
73448E8UL9174S,73448E8,UL9174S,40.770027,-4.225053,770.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,683,CL VENEZUELA 683(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448E9UL9174S,73448E9,UL9174S,40.769961,-4.224827,769.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,683,CL VENEZUELA 683(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F0UL9174S,73448F0,UL9174S,40.769873,-4.224601,752.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,683,CL VENEZUELA 683(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F1UL9174S,73448F1,UL9174S,40.769779,-4.224375,773.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,683,CL VENEZUELA 683(E) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F2UL9174S,73448F2,UL9174S,40.769686,-4.224137,869.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,683,CL VENEZUELA 683(F) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F3UL9174S,73448F3,UL9174S,40.769626,-4.223827,1144.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,683,CL VENEZUELA 683(G) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F4UL9174S,73448F4,UL9174S,40.769667,-4.223488,829.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,682,CL VENEZUELA 682(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F5UL9174S,73448F5,UL9174S,40.7697,-4.223156,843.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,682,CL VENEZUELA 682(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F6UL9174S,73448F6,UL9174S,40.769732,-4.222815,888.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,682,CL VENEZUELA 682(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F7UL9174S,73448F7,UL9174S,40.769763,-4.222496,795.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,682,CL VENEZUELA 682(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F8UL9174S,73448F8,UL9174S,40.769801,-4.222204,842.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,682,CL VENEZUELA 682(E) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448F9UL9174S,73448F9,UL9174S,40.769858,-4.221917,965.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,682,CL VENEZUELA 682(F) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448G0UL9174S,73448G0,UL9174S,40.769929,-4.221687,945.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,682,CL VENEZUELA 682(G) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448G1UL9174S,73448G1,UL9174S,40.76928,-4.224042,789.0,EL ESPINAR,Residencial,CL,MEJICO,661,CL MEJICO 661(C) 40400 EL ESPINAR (SEGOVIA),True,True,
73448G2UL9174S,73448G2,UL9174S,40.769331,-4.223779,813.0,EL ESPINAR,Residencial,CL,MEJICO,661,CL MEJICO 661(D) 40400 EL ESPINAR (SEGOVIA),True,True,
73448G3UL9174S,73448G3,UL9174S,40.769419,-4.223424,800.0,EL ESPINAR,Residencial,CL,MEJICO,661,CL MEJICO 661(E) 40400 EL ESPINAR (SEGOVIA),True,True,
73448G4UL9174S,73448G4,UL9174S,40.769455,-4.223048,820.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,661,CL MEJICO 661(F) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448G5UL9174S,73448G5,UL9174S,40.769452,-4.222722,809.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,661,CL MEJICO 661(G) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448G6UL9174S,73448G6,UL9174S,40.769447,-4.222453,806.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,662,CL MEJICO 662(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448G7UL9174S,73448G7,UL9174S,40.769442,-4.222216,811.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,662,CL MEJICO 662(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448G8UL9174S,73448G8,UL9174S,40.769453,-4.221992,930.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,662,CL MEJICO 662(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448G9UL9174S,73448G9,UL9174S,40.769487,-4.221706,1630.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,662,CL MEJICO 662(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448H0UL9174S,73448H0,UL9174S,40.769366,-4.221342,2005.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,662,CL MEJICO 662(E) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448H1UL9174S,73448H1,UL9174S,40.769162,-4.221085,925.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,662,CL MEJICO 662(F) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448H2UL9174S,73448H2,UL9174S,40.769034,-4.220907,958.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,662,CL MEJICO 662(G) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448H3UL9174S,73448H3,UL9174S,40.769592,-4.225594,19.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,657,CL MEJICO 657(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448H4UL9174S,73448H4,UL9174S,40.776053,-4.212331,2600.0,EL ESPINAR,Residencial,AV,FRANCIA,361,AV FRANCIA 361 40400 EL ESPINAR (SEGOVIA),True,True,
73448H5UL9174S,73448H5,UL9174S,40.775969,-4.211866,919.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,FRANCIA,360,AV FRANCIA 360 Suelo EL ESPINAR (SEGOVIA),False,False,
73448H6UL9174S,73448H6,UL9174S,40.769988,-4.221513,829.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PANAMA,681,CL PANAMA 681(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448H7UL9174S,73448H7,UL9174S,40.770054,-4.221372,832.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PANAMA,681,CL PANAMA 681(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448H8UL9174S,73448H8,UL9174S,40.770113,-4.221224,915.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PANAMA,681,CL PANAMA 681(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448H9UL9174S,73448H9,UL9174S,40.770168,-4.221053,1038.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PANAMA,681,CL PANAMA 681(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448J0UL9174S,73448J0,UL9174S,40.770221,-4.220847,1123.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PANAMA,681,CL PANAMA 681(E) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448J1UL9174S,73448J1,UL9174S,40.770273,-4.220591,1193.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PANAMA,681,CL PANAMA 681(F) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448J2UL9174S,73448J2,UL9174S,40.770354,-4.220298,1196.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PANAMA,681,CL PANAMA 681(G) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448J3UL9174S,73448J3,UL9174S,40.770497,-4.219989,1245.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PANAMA,681,CL PANAMA 681(H) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448J4UL9174S,73448J4,UL9174S,40.775297,-4.218275,846.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,663,AV BRUSELAS 663(B) Suelo 40424 EL ESPINAR (SEGOVIA),False,False,
73448Z0UL9174S,73448Z0,UL9174S,40.776131,-4.212816,1534.0,EL ESPINAR,Residencial,AV,FRANCIA,362,AV FRANCIA 362 40400 EL ESPINAR (SEGOVIA),True,True,
73448Z1UL9174S,73448Z1,UL9174S,40.772888,-4.217306,1466.0,EL ESPINAR,Residencial,AV,FRANCIA,375,AV FRANCIA 375(B) N2-376 40400 EL ESPINAR (SEGOVIA),True,True,
73448Z2UL9174S,73448Z2,UL9174S,40.775264,-4.217763,112532.0,EL ESPINAR,Industrial,CL,PANAMA,680,CL PANAMA 680 40400 EL ESPINAR (SEGOVIA),False,False,
73448Z4UL9174S,73448Z4,UL9174S,40.771567,-4.216354,860.0,EL ESPINAR,Residencial,AV,FRANCIA,379,AV FRANCIA 379(B) 40400 EL ESPINAR (SEGOVIA),True,True,
73448Z5UL9174S,73448Z5,UL9174S,40.772443,-4.217143,866.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,FRANCIA,376,AV FRANCIA 376(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448Z6UL9174S,73448Z6,UL9174S,40.776896,-4.210684,981.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,BELGICA,352,CL BELGICA 352(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448Z7UL9174S,73448Z7,UL9174S,40.776914,-4.210447,981.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,BELGICA,352,CL BELGICA 352(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
73448Z8UL9174S,73448Z8,UL9174S,40.771905,-4.216656,883.0,EL ESPINAR,Residencial,AV,FRANCIA,378,AV FRANCIA 378(B) 40400 EL ESPINAR (SEGOVIA),True,True,
7348901UL9174N,7348901,UL9174N,40.774717,-4.220278,1150.0,EL ESPINAR,Residencial,CL,BELGICA,800,CL BELGICA 800 40400 EL ESPINAR (SEGOVIA),True,True,
7348902UL9174N,7348902,UL9174N,40.775027,-4.220088,1273.0,EL ESPINAR,Residencial,CL,BELGICA,799,CL BELGICA 799 40400 EL ESPINAR (SEGOVIA),True,True,
7348903UL9174N,7348903,UL9174N,40.775274,-4.219966,1181.0,EL ESPINAR,Residencial,CL,BELGICA,798,CL BELGICA 798 40400 EL ESPINAR (SEGOVIA),True,True,
7348904UL9174N,7348904,UL9174N,40.775479,-4.219773,1532.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,BELGICA,797,CL BELGICA 797 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348905UL9174N,7348905,UL9174N,40.77573,-4.219605,1826.0,EL ESPINAR,Residencial,CL,BELGICA,796,CL BELGICA 796 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348906UL9174N,7348906,UL9174N,40.77601,-4.219436,1623.0,EL ESPINAR,Residencial,CL,BELGICA,795,CL BELGICA 795 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348907UL9174N,7348907,UL9174N,40.776208,-4.219114,1611.0,EL ESPINAR,Residencial,CL,BELGICA,794,CL BELGICA 794 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348908UL9174N,7348908,UL9174N,40.77638,-4.218816,1627.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,BELGICA,325,CL BELGICA 325 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348909UL9174N,7348909,UL9174N,40.776498,-4.218503,1576.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,BELGICA,326,CL BELGICA 326 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348910UL9174N,7348910,UL9174N,40.77658,-4.218201,1376.0,EL ESPINAR,Residencial,CL,BELGICA,327,CL BELGICA 327 40400 EL ESPINAR (SEGOVIA),True,True,
7348911UL9174N,7348911,UL9174N,40.776614,-4.21783,1662.0,EL ESPINAR,Residencial,CL,BELGICA,328,CL BELGICA 328 40400 EL ESPINAR (SEGOVIA),True,True,
7348912UL9174N,7348912,UL9174N,40.776636,-4.217403,1476.0,EL ESPINAR,Residencial,CL,BELGICA,329,CL BELGICA 329 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348913UL9174N,7348913,UL9174N,40.776664,-4.216987,1352.0,EL ESPINAR,Residencial,CL,BELGICA,330,CL BELGICA 330 40400 EL ESPINAR (SEGOVIA),True,True,
7348914UL9174N,7348914,UL9174N,40.776668,-4.216571,1225.0,EL ESPINAR,Residencial,CL,BELGICA,331,CL BELGICA 331 Es:1 Pl:01 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348915UL9174N,7348915,UL9174N,40.776643,-4.216194,976.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,BELGICA,332,CL BELGICA 332 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348916UL9174N,7348916,UL9174N,40.776623,-4.215783,1157.0,EL ESPINAR,Residencial,CL,BELGICA,333,CL BELGICA 333 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348917UL9174N,7348917,UL9174N,40.776645,-4.215367,1144.0,EL ESPINAR,Residencial,CL,BELGICA,334,CL BELGICA 334 40400 EL ESPINAR (SEGOVIA),True,True,
7348918UL9174N,7348918,UL9174N,40.776735,-4.214993,988.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,BELGICA,335,CL BELGICA 335 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348919UL9174N,7348919,UL9174N,40.776722,-4.214618,1353.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,BELGICA,336,CL BELGICA 336 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348920UL9174N,7348920,UL9174N,40.776864,-4.214144,2056.0,EL ESPINAR,Residencial,CL,BELGICA,337,CL BELGICA 337 Es:1 Pl:01 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348922UL9174N,7348922,UL9174N,40.776344,-4.215285,1124.0,EL ESPINAR,Residencial,AV,BRUSELAS,315,AV BRUSELAS 315 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348923UL9174N,7348923,UL9174N,40.776319,-4.215764,1792.0,EL ESPINAR,Residencial,AV,BRUSELAS,316,AV BRUSELAS 316 Es:1 Pl:00 Pt:01 40424 EL ESPINAR (SEGOVIA),True,True,
7348924UL9174N,7348924,UL9174N,40.776355,-4.21624,1023.0,EL ESPINAR,Residencial,AV,BRUSELAS,317,AV BRUSELAS 317 Es:1 Pl:00 Pt:01 40424 EL ESPINAR (SEGOVIA),True,True,
7348925UL9174N,7348925,UL9174N,40.776355,-4.216614,1014.0,EL ESPINAR,Residencial,AV,BRUSELAS,318,AV BRUSELAS 318 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348926UL9174N,7348926,UL9174N,40.776319,-4.216984,1262.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,319,AV BRUSELAS 319 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348927UL9174N,7348927,UL9174N,40.77627,-4.217367,1317.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,320,AV BRUSELAS 320 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348928UL9174N,7348928,UL9174N,40.776215,-4.217748,1433.0,EL ESPINAR,Residencial,AV,BRUSELAS,321,AV BRUSELAS 321 Es:E Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348929UL9174N,7348929,UL9174N,40.776141,-4.218113,1344.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,323,AV BRUSELAS 323 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348930UL9174N,7348930,UL9174N,40.775977,-4.218471,2014.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,324,AV BRUSELAS 324 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348931UL9174N,7348931,UL9174N,40.775787,-4.218786,1909.0,EL ESPINAR,Residencial,AV,BRUSELAS,793,AV BRUSELAS 793 40424 EL ESPINAR (SEGOVIA),True,True,
7348932UL9174N,7348932,UL9174N,40.775545,-4.219021,2168.0,EL ESPINAR,Residencial,AV,BRUSELAS,792,AV BRUSELAS 792 40400 EL ESPINAR (SEGOVIA),True,True,
7348933UL9174N,7348933,UL9174N,40.775258,-4.219188,1848.0,EL ESPINAR,Residencial,AV,BRUSELAS,791,AV BRUSELAS 791 40400 EL ESPINAR (SEGOVIA),True,True,
7348934UL9174N,7348934,UL9174N,40.775042,-4.219446,1729.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,790,AV BRUSELAS 790 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7348935UL9174N,7348935,UL9174N,40.774801,-4.219626,1700.0,EL ESPINAR,Residencial,AV,BRUSELAS,789,AV BRUSELAS 789 Es:1 Pl:00 Pt:01 40424 EL ESPINAR (SEGOVIA),True,True,
7348936UL9174N,7348936,UL9174N,40.774467,-4.219743,1128.0,EL ESPINAR,Residencial,AV,BRUSELAS,788,AV BRUSELAS 788(A) Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348937UL9174N,7348937,UL9174N,40.774598,-4.220013,1150.0,EL ESPINAR,Residencial,CL,COSTA RICA-ANG.SAN RAF.,788,CL COSTA RICA-ANG.SAN RAF. 788(B) Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7348938UL9174N,7348938,UL9174N,40.776973,-4.213654,729.0,EL ESPINAR,Residencial,CL,BELGICA,338,CL BELGICA 338(A) 40400 EL ESPINAR (SEGOVIA),True,True,
7348939UL9174N,7348939,UL9174N,40.777035,-4.213272,747.0,EL ESPINAR,Residencial,CL,BELGICA,338,CL BELGICA 338(B) 40400 EL ESPINAR (SEGOVIA),True,True,
7348940UL9174N,7348940,UL9174N,40.776471,-4.214927,986.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,335,AV BRUSELAS 335(D) Suelo 40424 EL ESPINAR (SEGOVIA),False,False,
7350601UL9175S,7350601,UL9175S,40.778253,-4.21963,1401.0,EL ESPINAR,Residencial,AV,LOS ANGELES,269,AV LOS ANGELES 269 40424 EL ESPINAR (SEGOVIA),True,True,
7350602UL9175S,7350602,UL9175S,40.778176,-4.21929,1310.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,ROMA,270,CL ROMA 270 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7350603UL9175S,7350603,UL9175S,40.778117,-4.218935,1280.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,ROMA,271,CL ROMA 271 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
7350604UL9175S,7350604,UL9175S,40.778066,-4.218579,1212.0,EL ESPINAR,Residencial,CL,ROMA,272,CL ROMA 272 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7350605UL9175S,7350605,UL9175S,40.778101,-4.218138,780.0,EL ESPINAR,Residencial,CL,ROMA,273,CL ROMA 273 40400 EL ESPINAR (SEGOVIA),True,True,
7350606UL9175S,7350606,UL9175S,40.777937,-4.217797,971.0,EL ESPINAR,Residencial,CL,ROMA,274,CL ROMA 274 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7350609UL9175S,7350609,UL9175S,40.777775,-4.216796,1341.0,EL ESPINAR,Residencial,CL,ROMA,277,CL ROMA 277 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7350610UL9175S,7350610,UL9175S,40.777738,-4.216443,1462.0,EL ESPINAR,Residencial,CL,ROMA,278,CL ROMA 278 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
7350696UL9175S,7350696,UL9175S,40.777818,-4.217084,843.0,EL ESPINAR,Residencial,CL,ROMA,275,CL ROMA 275(C) 40400 EL ESPINAR (SEGOVIA),True,True,
7350697UL9175S,7350697,UL9175S,40.777856,-4.217311,842.0,EL ESPINAR,Residencial,CL,ROMA,275,CL ROMA 275(B) 40400 EL ESPINAR (SEGOVIA),True,True,
7350698UL9175S,7350698,UL9175S,40.777895,-4.217543,843.0,EL ESPINAR,Residencial,CL,ROMA,275,CL ROMA 275(A) 40400 EL ESPINAR (SEGOVIA),True,True,
7350699UL9175S,7350699,UL9175S,40.777919,-4.218193,918.0,EL ESPINAR,Residencial,AV,LOS ANGELES,273,AV LOS ANGELES 273(B) 40400 EL ESPINAR (SEGOVIA),True,True,
7450101UL9175S,7450101,UL9175S,40.778958,-4.219349,1261.0,EL ESPINAR,Residencial,CL,NAPOLES-ANG.SAN RAF.,279,CL NAPOLES-ANG.SAN RAF. 279 40400 EL ESPINAR (SEGOVIA),True,True,
